Binary,Function,Type,LINK,Attack
flock,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/flock
fmt,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/fmt
fold,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/fold
fping,"Function: File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/fping
ftp,"Function: Shell, File upload, File download, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ftp
gawk,"Function: Shell, Non-interactive reverse shell, Non-interactive bind shell, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/gawk
gcc,"Function: Shell, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gcc
gcore,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gcore
gdb,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, SUID, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/gdb
gem,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gem
genie,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/genie
genisoimage,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/genisoimage
ghc,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ghc
ghci,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ghci
gimp,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gimp
ginsh,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/ginsh
git,"Function: Shell, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/git
grc,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/grc
grep,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/grep
gtester,"Function: Shell, File write, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gtester
gzip,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/gzip
hd,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/hd
head,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/head
hexdump,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/hexdump
highlight,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/highlight
hping3,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/hping3
iconv,"Function: File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/iconv
iftop,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/iftop
install,"Function: SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/install
ionice,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ionice
ip,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ip
irb,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/irb
ispell,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ispell
jjs,"Function: Shell, Reverse shell, File download, File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/jjs
join,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/join
journalctl,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/journalctl
jq,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/jq
jrunscript,"Function: Shell, Reverse shell, File download, File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/jrunscript
jtag,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/jtag
knife,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/knife
ksh,"Function: Shell, Reverse shell, File upload, File download, File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ksh
ksshell,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ksshell
kubectl,"Function: File upload, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/kubectl
latex,"Function: Shell, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/latex
latexmk,"Function: Shell, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/latexmk
id.so,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ld.so
idconfig,"Function: Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/ldconfig
less,"Function: Shell, File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/less
lftp,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/lftp
ln,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/ln
loginctl,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/loginctl
logsave,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/logsave
look,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/look
lp,Function: File upload,Type: Binaries,https://gtfobins.github.io/gtfobins/lp
ltrace,"Function: Shell, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ltrace
lua,"Function: 	
Shell, Non-interactive reverse shell, Non-interactive bind shell, File upload, File download, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/lua
lualatex,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/lualatex
luatex,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/luatex
lwp-download,"Function: File download, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/lwp-download
lwp-request,"Function: File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/lwp-request
mail,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/mail
make,"Function: Shell, File write, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/make
man,"Function: Shell, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/man
mawk,"Function: Shell, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/mawk
